0017902,1.7127957652,16
0159772,1.4767380729,13
0019267,1.1990457652,10
0131238,1.10750730367,13
0051941,1.0940457652,12
0014925,1.0690457652,10
0014456,1.02737909854,12
0075995,1.00433988285,17
0022244,0.999814995974,13
0103974,0.989045765205,15
0010258,0.969045765205,18
0103532,0.958086861095,73
0215519,0.95366114982,13
0038131,0.939045765205,10
0129164,0.92065866843,31
0007545,0.899045765205,10
0002712,0.876738072897,13
0073684,0.876188622347,14
0103131,0.844803340962,33
0179259,0.839045765205,10
