0000288,1.11519961136,26
0000701,0.989045765205,25
0000136,0.923099819259,37
0000093,0.906545765205,32
0000243,0.872076068235,33
0000146,0.850295765205,32
0000949,0.814500310659,33
0000128,0.769045765205,31
0000375,0.765920765205,32
0000228,0.745712431871,30
0000151,0.677153873313,37
0000323,0.676188622347,28
0000658,0.665045765205,25
0000179,0.649045765205,25
0000191,0.642018738178,37
0000199,0.635712431871,27
0000313,0.622379098538,30
0000123,0.617045765205,25
0929489,0.611353457512,26
0001602,0.587795765205,32
