0000138,1.3386109826,23
0000158,1.27339359129,23
0000288,1.11519961136,26
0000450,1.0690457652,21
0000354,1.04821243187,24
0000701,0.989045765205,25
0000129,0.988093384252,21
0000136,0.923099819259,37
0000093,0.906545765205,32
0000243,0.872076068235,33
0000146,0.850295765205,32
0000209,0.826188622347,21
0330687,0.819045765205,24
0001618,0.814879098538,24
0000949,0.814500310659,33
0000576,0.805409401568,22
0749263,0.790784895639,23
0001691,0.789045765205,20
0000204,0.778569574728,21
0000128,0.769045765205,31
