0000217,1.5390457652,10
0000229,1.4290457652,15
0005139,1.4190457652,10
0000965,1.2781366743,11
0000487,1.2390457652,10
0000318,1.15237909854,12
0516360,1.12786929462,17
0000142,1.12618862235,21
0000709,1.12359121975,11
0000500,1.12237909854,15
0002120,0.915199611358,13
0000626,0.902379098538,12
0000095,0.899814995974,26
0000631,0.894045765205,16
0864775,0.885712431871,12
0000165,0.882379098538,15
0001403,0.869045765205,11
0000110,0.835712431871,12
0000600,0.778136674296,11
0001716,0.735712431871,12
