0000233,1.92618862235,14
0001054,1.4940457652,12
0005139,1.4190457652,10
0001053,1.3690457652,15
0000500,1.31450031066,11
0001885,1.2890457652,10
0604948,1.1790457652,10
0905154,1.0590457652,10
0006904,1.03268212884,11
0064479,1.0290457652,10
0481418,1.0190457652,10
0003160,0.959045765205,10
0491956,0.940474336633,14
0000095,0.899814995974,26
0367838,0.849045765205,10
0744839,0.841773037932,11
0000519,0.826940502047,19
1140275,0.819045765205,10
0517589,0.807507303666,13
0000626,0.807507303666,13
