0817538,5.7,2107837,1795630,0731168,0005562,0109359,2,0023400,0073081,2,0003249,0736622,49383
2274570,5.7,0547800,1843026,0005316,1695726,0891048,3,0237280,0287709,0152336,2,2502980,0891048,5072
3687186,6.3,7350709,1238459,7351301,0376720,1509478,2,0575375,0378259,2,2563482,6663217,1690
1756479,6.7,4240906,3518001,5063012,4244049,4144689,1,0328159,2,0522454,4144689,506
0386669,5.4,0324085,0478640,1492850,0399424,0064394,3,0580785,0077842,0139780,1,0082582,1042
1082009,6.8,0094789,0000177,0719220,0000884,0098639,3,0215787,0217902,0047476,2,0098639,0377534,2141
0985593,4.7,0001287,0000477,0255124,0578123,0836557,3,0202917,0053610,0158888,2,2583933,2691821,2322
0378793,7.4,0829576,0001610,0353527,0797732,0789366,1,0133326,2,1547881,0789366,19863
2308260,5.7,0000380,3528539,0148382,0869088,0032795,3,0389578,0469376,0395279,1,0937074,2623
0497972,6.1,0936298,1625746,0652663,0048932,0914058,3,0091390,0193381,0171098,1,0914058,9361
1388402,7.0,0685038,0014261,0182074,1204465,1304308,3,0099859,0265579,0066741,2,1304308,0648618,916
2404181,7.4,0328828,5339238,5339232,0571326,1392994,3,0242217,0186065,0061324,1,0756034,18454
1930463,5.7,0000166,4154798,0003740,1831790,0000166,1,0171098,1,0000166,2246
0109494,4.4,0001299,0000176,0001626,0869548,0563331,3,0006853,0006849,0053164,2,0046480,0702987,510
0473074,6.5,1170121,0950969,1902271,0533492,0268051,1,0159186,1,0268051,1643
0119327,5.2,0000192,0095478,0000532,0206076,0002049,2,0117472,0030020,2,0002049,0259715,1641
2268732,6.9,0641304,3381950,0684996,6261876,0169486,3,0386892,0001359,0240787,2,0169486,6535882,1502
0222812,5.9,0001062,1459586,0058029,1370592,0951206,3,0080776,0019535,0165190,2,1898893,1265923,8595
0430308,5.0,1265067,0015382,0117146,0589077,0006487,3,0153330,0023400,0034438,1,1010540,34736
0365810,6.6,1372052,1184811,0334689,1370853,1100204,3,0033686,0049181,0040984,1,1370593,1644
0762138,5.7,2828850,0000263,1579662,2179274,1736575,2,0221144,0214401,2,2179274,2179274,8837
0131436,3.9,0005290,0424513,0658252,0877555,0552786,3,0028078,0021945,0150372,2,0005290,0235156,1687
0202989,4.9,0000663,0700399,0005152,0213446,0004627,2,0003942,0023327,2,0236306,0465736,503
0101478,5.9,0000708,0000884,0569000,0001457,0718001,1,0217585,2,0479706,0718001,443
0356680,6.3,0000132,0000473,1046097,0000551,0080120,3,0143569,0017497,0088247,1,0080120,48455
