4353341,5.9
0784884,6.07857142857
0228491,5.6
0061777,6.36666666667
0909763,6.95
2065115,3.9
1658949,7.1
0665708,6.5
0494504,8.6
1157075,5.9
0730993,6.65
0045924,4.1
0763216,7.03333333333
1971070,5.26666666667
1715024,6.5
0163615,7.5
0224007,4.5
1816318,6.0
0086883,5.15
1568512,5.3
0174322,6.2
0018234,3.2
0742081,6.7
2161996,5.8
0179549,7.0
0367455,4.6
3206167,5.3
1727304,6.98
1128418,4.95
0519933,6.3
0527852,6.45
1057820,6.9
0089093,5.9
5315479,5.8
0527857,5.8
0582418,6.2
2092398,7.3
0760413,6.5
1429317,6.3
0013841,6.9
0161275,7.5
0001167,5.33333333333
0880851,7.9
1501624,5.9
1356757,4.7
0494424,5.9
1440076,7.8
0782764,7.5
0807569,6.5
1416498,6.1
0480942,6.4
0227317,5.6
2308824,6.4
0543383,5.45454545455
0551441,5.6
0906622,5.9
4460425,6.1
0517087,5.9
1143510,6.6
3178026,3.9
0155365,7.3
2395983,5.2
0870186,6.3
1227814,6.11666666667
0123346,4.7
5519567,6.1
0040995,7.0
1195753,6.4
0551154,6.8
0030417,6.9
0625735,7.3
0420279,6.4
0845628,6.2
0058772,5.5
0706608,6.0
2421227,6.4
0047976,6.1
0001455,4.35
0066644,6.3
0935916,7.2
1658940,7.9
0781077,2.7
1886602,6.47142857143
0397949,5.7
0001453,6.58333333333
2061362,6.2
0809857,7.1
2064796,7.1
3840515,6.3
2905313,4.8
0219099,7.2
0574535,6.4
0574534,6.33333333333
2854765,7.3
0001451,6.13636363636
0178176,6.8
0193661,6.25
1666600,6.65
1828210,5.9
0727778,5.6
0436442,3.8
2438791,5.4
5889877,5.8
1423812,6.6
0775087,6.8
0000984,6.1
4084364,6.3
0687506,6.37272727273
0729060,6.2
6147532,5.5
0137516,7.3
3606106,6.23333333333
0012523,7.36666666667
3055497,4.0
0000982,6.58125
0340973,6.4
0000451,5.88571428571
0868381,7.0
0000980,6.55
0151005,5.5
4689415,8.0
0491065,5.5
0000981,5.36666666667
0270119,7.5
1456872,5.3
3460889,7.5
1086555,6.1
0275913,5.975
0954103,6.4
0914746,4.2
0923852,2.8
1507708,6.0
1856057,5.85
0498271,6.2
3303059,5.9
0498275,6.55
0799777,6.56363636364
1782560,6.13333333333
0345695,7.0
0051509,6.77857142857
1861467,5.1
0633457,5.5
0585137,2.6
3992614,6.7
1576090,4.4
0485894,7.7
1501128,6.2
3219199,6.5
1679203,6.8
2291542,5.65
0896621,6.8
2105255,6.18333333333
0586531,7.7
2567805,5.7
0588777,4.6
0691014,6.4
2413529,5.95
0698921,8.0
0444468,5.4
4686126,7.5
2057312,5.9
0033505,5.85
0992694,6.13333333333
0687146,6.5
1444594,5.9
0902807,4.76666666667
0580565,6.9
0992699,3.6
0870206,5.0
0033509,2.8
0502691,6.9
0902801,7.0
1600109,5.5
1373910,5.8
5202852,6.4
0267240,3.3
1092477,7.3
0290227,2.6
0682138,5.7
0877270,6.1
0672303,5.0
1581662,4.6
2688049,2.9
2788229,6.3
1006024,6.75
0001225,5.2
0377264,7.2
2718341,6.0
0817469,4.5
1844999,5.1
0801231,7.1
0304430,5.7
0298952,5.8
6246250,7.4
2473424,6.6
0900402,5.2
2124336,2.5
4311291,4.8
0229139,7.2
1494168,4.4
1268047,6.35
0514976,5.5
0532193,6.51666666667
1358872,4.2
0264554,6.7
0427389,6.2
0507314,5.2
0358109,6.8
0002520,6.3
2581521,5.0
1234414,6.7
0472928,6.7
0374601,6.6
0665952,5.3
0192257,5.1
1594347,4.7
0830738,5.0
0940105,7.4
0068029,7.5
3706952,5.05
0068755,5.3
3658287,6.3
0105853,7.2
0588222,5.62
0723623,6.5
1764351,3.1
1500343,5.95
3918409,5.7
0708260,8.0
2533265,6.5
0009608,7.2
2765716,7.2
0224391,6.1
2647119,7.1
0000960,5.325
0000962,6.66666666667
0535502,5.75
1304635,7.1
0000966,5.6375
0989471,4.8
0333523,7.4
0000969,5.85
0497522,6.2
3843467,6.13333333333
0278026,5.76666666667
0056770,6.06666666667
4748201,6.1
3451062,5.0
1760272,6.225
1087068,4.5
0974150,6.1
3089615,5.5
0209850,2.3
0604537,7.2
0953654,2.8
1790460,5.7
2002649,6.3
0230577,5.3
0171096,4.7
0001389,5.55
0001388,6.31666666667
0525827,6.8
3083401,6.7
0001385,5.7
0001384,5.78888888889
0001383,6.5625
0001381,5.56666666667
1554599,4.6
0001581,5.26
2255497,5.0
1417647,5.97142857143
0024593,5.4
1543157,4.7
0482311,7.6
2761963,5.7
0855256,6.2
0053813,6.9
0442445,7.3
0141953,6.4
0820837,5.2
0437283,5.8
1898133,7.1
6084083,7.8
0003612,5.5
2366488,6.3
0001856,6.15
0194888,5.0
1011411,6.1
5306566,5.5
0626069,5.5
0121225,7.0
0243983,6.7
0001586,5.18333333333
2432387,7.4
2112350,3.5
5037569,6.1
0410609,6.7
2063846,8.0
0851555,5.8
1698419,3.2
0376602,6.5125
1648225,4.2
1384462,5.4
1767060,5.2
4745601,6.55
0000384,8.0
0000385,6.55714285714
0000387,4.8
0000380,6.35357142857
0000381,6.1
0000382,7.0
0000383,6.3
2969210,5.9
0101354,6.3
0000388,5.95
6548076,6.1
0831467,4.7
1098145,6.7
1047143,6.85
0524197,6.05833333333
2322853,6.0
0169934,6.05
1075468,6.9
0333079,7.6
0113474,5.3
0489837,5.3
0940990,5.13333333333
2724665,6.1
2036197,6.2
2566096,4.5
0031759,6.15
0444248,7.8
0000671,6.41071428571
0736237,7.3
0780133,5.66666666667
4270089,7.2
0721885,7.1
2801316,5.7
0606396,3.5
1298582,6.3
0663835,7.1
1863126,5.2
0932017,4.3
0847123,6.6
4036122,5.3
0435289,6.7
0082869,5.1
0829048,7.1
0063274,6.0
3725691,6.9
4560776,3.6
0588915,5.0
0823563,6.18333333333
3338354,5.9
1731401,6.4
7832790,8.4
0363699,6.45
5405279,2.2
0731103,4.1
3107340,4.9
1470128,6.7
0000031,5.9
1280613,7.5
0005605,6.3
3181557,5.7
1231899,6.82
2741657,5.1
3478652,5.4
1818151,6.8
0681566,7.01666666667
0005002,7.8
0743931,6.3
1832840,4.1
0956370,6.7
2863731,5.7
3901368,7.4
0461136,7.06923076923
0607375,6.3
3169069,6.86666666667
0496806,6.2
0926471,4.8
0175860,6.5
2242168,6.6
0404929,7.3
2336180,5.5
2703014,6.6
0799591,6.12
0248364,5.7
1247813,7.2
3785413,6.7
2052966,4.1
1172901,7.8
4853066,6.2
0561676,5.75
0588210,5.0
0655945,4.9
0414554,6.2
0404924,6.95
1218753,5.7
0470981,5.62
0856522,7.0
1218757,5.33333333333
0378132,7.0
0385805,6.4
0634297,7.6
0838267,6.4
1249306,8.0
0634455,4.0
0005460,6.30526315789
1486317,4.8
0283945,5.95
0424035,4.8
0102163,6.8
0102159,6.6
1027911,2.5
0215682,5.1
3177751,6.7
0005239,5.6
0898597,4.425
0089408,6.7
0045949,4.6
0279918,6.6
0081787,4.4
4818601,4.5
5609696,3.9
6071354,6.0
2867570,7.0
0259859,7.1
1589312,5.8
1395158,5.7
0935659,5.65
1842344,6.6
5944923,7.2
0587791,6.5
2328228,6.3
0863120,8.1
0477404,6.8
4261509,6.5
1318904,5.4
0072638,6.7
1169988,6.2
1220156,7.9
3599820,5.1
0724688,7.3
0255362,6.68
1483369,6.71428571429
0004803,6.8
0004802,5.875
0004800,5.05
0781913,5.12
0611932,6.61428571429
0004805,6.56666666667
7266469,6.6
0797655,5.2
0004808,7.4
0768297,7.3
0768296,6.3
5820891,4.1
0687999,6.6
1654656,6.8
0246585,6.83333333333
3583756,6.3
0382676,6.3
0382675,6.1
4910733,6.8
0748228,6.0
0687771,7.0
0318780,5.8
0161130,4.0
0161133,7.05
2858776,5.4
0231946,6.4
0290969,5.0
0642573,4.3
0562634,6.5
0830588,6.2
3004325,7.5
3307588,4.7
6411675,6.3
1795482,8.1
0507120,7.0
0581145,6.3
1199489,7.1
0044318,6.15
0004731,5.9
5752522,4.1
0642126,5.8
0381499,7.0
0004735,6.05
0004734,6.0
1387240,8.5
0004736,5.02
0384314,3.6
5216230,2.6
0543598,6.9
0091773,4.25
